ID	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	LS	MD	NN	NNS	NNP	NNPS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	label
gossipcop-1216355292	0	0	1	0	0	1	0	0	0	0	0	1	0	9	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	fake
gossipcop-1220474761	0	0	0	0	0	1	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1220539977	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1225099614	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1229259214	0	1	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	fake
gossipcop-1230409750	1	0	0	0	0	4	0	0	0	0	0	1	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1232016858	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	fake
gossipcop-1237938606	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1239121151	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	fake
gossipcop-1239218320	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	fake
gossipcop-1241528475	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	fake
gossipcop-1242871756	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1244264367	0	0	1	0	0	2	0	0	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1247316129	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1247336364	1	0	1	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	fake
gossipcop-1249049450	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	fake
gossipcop-1251383153	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1252725097	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	fake
gossipcop-1258552214	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1260836518	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	fake
gossipcop-1264231750	0	0	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	fake
gossipcop-1266666545	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1267637959	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	fake
gossipcop-1271062242	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1277601040	1	0	1	0	0	1	0	0	0	0	0	2	0	4	0	0	0	2	0	1	0	0	1	0	1	0	1	2	1	1	1	1	0	1	0	1	fake
gossipcop-1284230032	0	0	1	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1287068479	0	0	1	0	0	1	2	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1288551520	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-129245065	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	fake
gossipcop-1294448305	0	0	0	0	0	2	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	fake
gossipcop-12955535	0	0	1	0	0	1	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-129798707	0	0	0	0	0	0	0	1	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	fake
gossipcop-1300270872	0	0	3	0	0	1	0	0	0	0	0	2	0	5	0	0	0	1	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	fake
gossipcop-1300529280	0	1	0	0	0	1	1	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1305114310	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1313702744	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1314470611	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	fake
gossipcop-1323742146	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1323947612	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1328152817	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1329261407	0	0	1	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1333002237	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	fake
gossipcop-1336256939	0	0	1	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	1	0	0	0	0	0	1	fake
gossipcop-1339876563	1	1	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	fake
gossipcop-1344406228	1	0	1	0	0	1	0	0	0	0	0	0	1	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	fake
gossipcop-1349893263	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	fake
gossipcop-1360722071	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1361315567	0	1	0	0	0	1	0	0	0	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	fake
gossipcop-1361560822	1	0	0	0	3	1	1	0	0	0	1	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	fake
gossipcop-1365192937	0	0	0	0	0	1	0	0	0	0	0	1	1	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1366889953	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1369150512	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	fake
gossipcop-1369804075	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	fake
gossipcop-13736481	1	0	1	0	0	1	1	0	0	0	0	1	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	fake
gossipcop-1375570271	1	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1380587821	1	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	fake
gossipcop-1380729469	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1381944265	0	0	1	0	0	2	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1385937069	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1386564222	0	0	2	0	0	1	1	0	0	0	1	2	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	3	0	2	0	0	fake
gossipcop-1391794235	0	0	1	0	0	0	1	0	0	0	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	fake
gossipcop-1393324921	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	fake
gossipcop-1394099574	1	0	0	0	0	2	1	0	0	0	0	2	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1398125520	1	1	0	0	0	2	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	fake
gossipcop-1398282945	0	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	fake
gossipcop-1398529432	1	2	0	0	0	1	0	0	0	0	0	1	2	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	fake
gossipcop-1399234045	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1402129558	0	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	fake
gossipcop-140849966	1	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1409790969	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1410407190	0	0	1	0	0	2	1	0	0	0	0	0	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	fake
gossipcop-1410900558	0	0	1	0	0	1	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	fake
gossipcop-1411966817	0	0	0	0	0	1	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
gossipcop-1413519098	0	0	0	0	0	3	0	0	0	0	1	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	fake
gossipcop-1414621205	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	fake
gossipcop-1416257068	1	0	0	0	0	1	1	0	0	0	0	1	1	6	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	fake
gossipcop-1418105606	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fake
